order,family,genus,species,genus.species,original.species.name,name.changed...1.yes..0..no.,tsn,rank,year,super.family,town,NZ.region,nz.area.code,origin,ecozone,current.distribution.cosmopolitan.,phagy,phagy.main,feeding.type,feeding.main,size.mm.,comment,eradicated,Intentional_Release,source,vagrant
Diptera,Syrphidae,Merodon,equestris,Merodon equestris,Merodon equestris,0,141242,Species,1906,Syrphoidea,Invercargill,Southland,SL,Europe,Palearctic,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,12,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Tortricidae,Merophyas,divulsana,Merophyas divulsana,Merophyas divulsana,0,NA,Species,1988,Tortricoidea,Clyde,Otago,CO,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Merothripidae,Merothrips,brunneus,Merothrips brunneus,Merothrips brunneus,0,NA,Species,1955,NA,Taupo,Waikato,TO,S. America,Neotropic,No,NA,NA,mycophagous,Mycophagous,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Merothripidae,Merothrips,floridensis,Merothrips floridensis,Merothrips floridensis,0,695288,Species,1955,NA,Taupo,Waikato,TO,NA,Cosmopolitan,Yes,NA,NA,mycophagous,Mycophagous,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Mesites,pallidipennis,Mesites pallidipennis,Mesites pallidipennis,0,NA,Species,1958,Curculionoidea,Hamilton,Auckland,AK,Europe,Palearctic,No,polyphagous,Polyphagous,herbivore,Herbivore,7,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Pteromalidae,Mesopolobus,incultus,Mesopolobus incultus,Mesopolobus incultus,0,NA,Species,NA,NA,NA,NA,NA,Europe,Palearctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Pteromalidae,Mesopolobus,nobilis,Mesopolobus nobilis,Mesopolobus nobilis,0,NA,Species,NA,NA,NA,NA,NA,Europe,Palearctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Mesoveliidae,Mesovelia,hackeri,Mesovelia hackeri,Mesovelia hackeri,0,718645,Species,2002,NA,Auckland,Auckland,AK,Australia,Australasia,No,NA,NA,predator,Predator,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Metanotalia,maderensis,Metanotalia maderensis,Metanotalia maderensis,0,NA,Species,1970,NA,Nelson,Nelson- Tasman,NN,Europe,Palearctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Metaphycus,alberti,Metaphycus alberti,Metaphycus alberti,0,NA,Species,1926,NA,Nelson,Nelson- Tasman,NN,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Metaphycus,anneckei,Metaphycus anneckei,Metaphycus anneckei,0,NA,Species,NA,NA,NA,NA,NA,Africa,Afrotropic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Metaphycus,maculipennis,Metaphycus maculipennis,Metaphycus maculipennis,0,NA,Species,1951,NA,Auckland,Auckland,AK,NA,Nearctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Meteorus,cespitator,Meteorus cespitator,Meteorus cespitator,0,NA,Species,1927,NA,Nelson,Nelson- Tasman,NN,NA,Palearctic,No,o-oligophagous,Oligophagous,parasitoid,Parasitoid,4,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Meteorus,cinctellus,Meteorus cinctellus,Meteorus cinctellus,0,NA,Species,1906,NA,"""West Plains""",NA,NA,NA,Palearctic,No,o-oligophagous,Oligophagous,parasitoid,Parasitoid,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Meteorus,pulchricornis,Meteorus pulchricornis,Meteorus pulchricornis,0,NA,Species,1996,NA,>1 loc,NA,NA,Europe & China,Palearctic,No,o-oligophagous,Oligophagous,parasitoid,Parasitoid,4,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Metopolophium,dirhodum,Metopolophium dirhodum,Metopolophium dirhodum,0,NA,Species,1981,Aphidoidea,Auckland,Auckland,AK,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Metopolophium,festucae,Metopolophium festucae,Metopolophium festucae,0,NA,Species,1983,Aphidoidea,Lincoln,Canterbury,MC,NA,NA,NA,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Ptinidae,Mezium,affine,Mezium affine,Mezium affine,0,696991,Species,NA,Bostrichoidea,Auckland,Auckland,AK,C,Cosmopolitan,Yes,polyphagous,Polyphagous,omnivore,Omnivore,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Ptinidae,Mezium,americanum,Mezium americanum,Mezium americanum,0,187453,Species,NA,Bostrichoidea,NA,NA,NA,C,Cosmopolitan,Yes,polyphagous,Polyphagous,omnivore,Omnivore,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Thripidae,Microcephalothrips,abdominalis,Microcephalothrips abdominalis,Microcephalothrips abdominalis,0,695768,Species,NA,NA,NA,NA,NA,"C/C. America? Old world tropics (Mound & Walker, 1982)",Cosmopolitan,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Dolichopodidae,Micromorphus,albipes,Micromorphus albipes,Micromorphus albipes,0,137201,Species,NA,Orthorrhapha,NA,NA,NA,NA,Palearctic,Yes,NA,NA,predator,Predator,1,NA,NA,NA,"Edney-Browne, 2018",NA
Neuroptera,Hemerobiidae,Micromus,tasmaniae,Micromus tasmaniae,Micromus tasmaniae,0,NA,Species,1934,NA,Taupo,Waikato,WO,Tasmania,Australasia,No,o-oligophagous,Oligophagous,predator,Predator,8,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Micromyzella,filicis,Micromyzella filicis,Micromyzus filicus,1,NA,Species,1983,Aphidoidea,Auckland,Auckland,AK,NA,NA,NA,unknown,NA,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Micromyzus,katoi,Micromyzus katoi,Micromyzus katoi,0,NA,Species,NA,NA,NA,NA,NA,NZOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Coleoptera,Curculionidae,Microperus,eucalypticus,Microperus eucalypticus,Xyleborinus eucalypticus,1,NA,Species,1975,Curculionoidea,Auckland,Auckland,AK,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Cydnidae,Microporus,thoreyi,Microporus thoreyi,Microporus thoreyi,0,NA,Species,1976,Pentatomomorpha,Ruakaka,Northland,ND,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,4.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Microterys,NA,Microterys nietneri,NA,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,unknown,NA
Coleoptera,Latridiidae,Migneauxia,NA,Migneauxia lederi,NA,NA,NA,Species,2016,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,Validated by MPI,NA,NA,"Surveillance Magazine, 2016",NA
Mantodea,Mantidae,Miomantis,caffra,Miomantis caffra,Miomantis caffra,0,NA,Species,1978,NA,Auckland,Auckland,AK,S. Africa,Afrotropic,No,polyphagous,Polyphagous,predator,Predator,46,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Mocyta,fungi,Mocyta fungi,Mocyta fungi,0,724975,Species,1911,Staphylinoidea,Canterbury,Canterbury,MC,Europe,Palearctic,Yes,NA,NA,NA,NA,3.7,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Cecidomyiidae,Monardia,stirpium,Monardia stirpium,Monardia stirpium,0,NA,Species,NA,Nematocera,NA,NA,NA,NA,Palearctic,No,polyphagous,Polyphagous,detritivore,Other,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Gelechiidae,Monochroa,leptocrossa,Monochroa leptocrossa,Monochroa leptocrossa,0,NA,Species,1974,NA,Auckland,Auckland,AK,NA,Holarctic,No,polyphagous,Polyphagous,herbivore,Herbivore,12,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Monolexis,fuscicornis,Monolexis fuscicornis,Monolexis fuscicornis,0,NA,Species,1942,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,o-oligophagous,Oligophagous,parasitoid,Parasitoid,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Formicidae,Monomorium,floricola,Monomorium floricola,Monomorium floricola,0,580115,Species,NA,NA,NA,NA,NA,NA,NA,indoor introduced,NA,NA,NA,NA,NA,"antmaps and landcare, Phillips has this as ephemeral.",NA,NA,unknown,NA
Hymenoptera,Formicidae,Monomorium,pharaonis,Monomorium pharaonis,Monomorium pharaonis,0,154221,Species,1941,NA,Wellington,Wellington,WN,?,Palearctic,No,polyphagous,Polyphagous,predator,Predator,NA,Phillips 2018 has this as established indoors.,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Formicidae,Monomorium,sydneyense,Monomorium sydneyense,Monomorium sydneyense,0,580270,Species,2003,NA,Tauranga,Bay of Plenty,BP,Australia,Australasia,No,polyphagous,Polyphagous,predator,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Tineidae,Monopis,argillacea,Monopis argillacea,Monopis argillacea,0,NA,Species,1952,NA,Auckland,Auckland,AK,Australia,Australasia,No,Detritus,Polyphagous,detritivore,Other,15,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Tineidae,Monopis,crocicapitella,Monopis crocicapitella,Monopis crocicapitella,0,NA,Species,1912,Tineoidea,Invercargill,Southland,SL,N. America?,Cosmopolitan,Yes,Detritus,Polyphagous,detritivore,Other,15,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Tineidae,Monopis,ethelella,Monopis ethelella,Monopis ethelella,0,NA,Species,1917,NA,Weraroa,Auckland,AK,Australia,Australasia,No,Detritus,Polyphagous,detritivore,Other,15,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Monotomidae,Monotoma,bicolor,Monotoma bicolor,Monotoma bicolor,0,1012296,Species,1966,Cucujoidea,Nelson,Nelson- Tasman,NN,NA,Palearctic,Yes,NA,NA,herbivore,Herbivore,2.2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Monotomidae,Monotoma,longicollis,Monotoma longicollis,Monotoma longicollis,0,1012289,Species,1944,Cucujoidea,Auckland,Auckland,AK,NA,Palearctic,Yes,NA,NA,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Monotomidae,Monotoma,picipes,Monotoma picipes,Monotoma picipes,0,187164,Species,1880,Cucujoidea,Christchurch,Canterbury,MC,NA,Palearctic,Yes,NA,NA,herbivore,Herbivore,2.3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Monotomidae,Monotoma,spinicollis,Monotoma spinicollis,Monotoma spinicollis,0,1012290,Species,1881,Cucujoidea,Christchurch,Canterbury,MC,NA,NA,NA,NA,NA,herbivore,Herbivore,2.2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Monotomidae,Monotoma,testacea,Monotoma testacea,Monotoma testacea,0,1012295,Species,1880,Cucujoidea,Christchurch,Canterbury,MC,NA,NA,NA,NA,NA,herbivore,Herbivore,1.8,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Pentatomidae,Monteithiella,humeralis,Monteithiella humeralis,Monteithiella humeralis,0,NA,Species,1950,Pentatomoidea,Hastings,Hawke's Bay,HB,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,7.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Pteromalidae,Moranila,californica,Moranila californica,Moranila californica,0,NA,Species,1960,NA,Nelson,Nelson- Tasman,NN,Australia,Australasia,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Pteromalidae,Moranila,comperei,Moranila comperei,Moranila comperei,0,NA,Species,1994,NA,Auckland,Auckland,AK,Australia,Australasia,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Mordellidae,Mordella,promiscua,Mordella promiscua,Mordella promiscua,0,NA,Species,1922,Tenebrionoidea,"Tairua, Rotorua",Bay of Plenty,"CL, BP",Australia,Australasia,No,NA,NA,herbivore,Herbivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Phylloxeridae,Moritziella,corticalis,Moritziella corticalis,Moritziella corticalis,0,NA,Species,1970,Aphidoidea,Auckland,Auckland,AK,Europe,Palearctic,No,g-oligophagous,Oligophagous,herbivore,Herbivore,0.8,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Pyralidae,Morosaphycita,oculiferella,Morosaphycita oculiferella,Morosaphycita oculiferella,0,NA,Species,NA,NA,NA,NA,NA,Australia,Australasia,No,f-oligophagous,Oligophagous,herbivore,Herbivore,20,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Muscidae,Musca,domestica,Musca domestica,Musca domestica,0,150251,Species,1913,NA,NA,NA,NA,"C. Asia, Europe",Palearctic,Yes,polyphagous,Polyphagous,carrion,Carrion,6,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Muscidae,Muscina,stabulans,Muscina stabulans,Muscina stabulans,0,150045,Species,1859,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,polyphagous,Polyphagous,carrion,Carrion,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Crambidae,Musotima,ochropteralis,Musotima ochropteralis,Musotima ochropteralis,0,NA,Species,1981,Pyraloidea,NA,NA,NA,Australia,Australasia,No,monophagous,Monophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Endomychidae,Mycetaea,subterranea,Mycetaea subterranea,Mycetaea subterranea,0,771190,Species,NA,Cucujoidea,NA,NA,NA,Europe,Palearctic,Yes,polyphagous,Polyphagous,stored products,Stored products,1.7,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Cecidomyiidae,Mycophila,fungicola,Mycophila fungicola,Mycophila fungicola,0,123173,Species,NA,Nematocera,NA,NA,NA,NA,Palearctic,No,NA,NA,mycophagous,Mycophagous,0.6,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Homotomidae,Mycopsylla,fici,Mycopsylla fici,Mycopsylla fici,0,NA,Species,1995,Psylloidea,Auckland,Auckland,AK,Australia,Australasia,No,monophagous,Monophagous,herbivore,Herbivore,4,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Homotomidae,Mycopsylla,NA,Mycopsylla obliqua,NA,NA,NA,Species,2015,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,establishment reported by MPI,NA,NA,unknown,NA
Coleoptera,Staphylinidae,Myllaena,intermedia,Myllaena intermedia,Myllaena intermedia,0,NA,Species,1966,Staphylinoidea,Molesworth,Marlborough,MB,Europe,Palearctic,Yes,NA,NA,herbivore,Herbivore,1.9,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Mymaridae,Mymar,schwanni,Mymar schwanni,Mymar schwanni,0,NA,Species,1970,NA,Three Kings Is.,NA,TH,Australia,Australasia,No,o-oligophagous,Oligophagous,parasitoid,Parasitoid,0.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Mymaridae,Mymar,taprobanicum,Mymar taprobanicum,Mymar taprobanicum,0,NA,Species,1999,NA,Mangamuka,Northland,ND,C,Cosmopolitan,Yes,o-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Formicidae,Myrmecia,brevinoda,Myrmecia brevinoda,Myrmecia brevinoda,0,578191,Species,1981,NA,"Milford, North Shore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"antmaps, antwiki says introduced but no longer present due to an eradication programme",NA,NA,unknown,NA
Phthiraptera,Menoponidae,Myrsidea,cucullaris,Myrsidea cucullaris,Myrsidea cucullaris,0,NA,Species,NA,Amblycera,NA,NA,NA,NA,NA,NA,g-oligophagus,Oligophagous,parasite,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Menoponidae,Myrsidea,serini,Myrsidea serini,Myrsidea serini,0,NA,Species,1890,Amblycera,NA,NA,NA,C,Cosmopolitan,Yes,o-oligaphagous,Oligophagous,parasite,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Menoponidae,Myrsidea,thoracica,Myrsidea thoracica,Myrsidea thoracica,0,NA,Species,NA,Amblycera,NA,NA,NA,C,Cosmopolitan,Yes,g-oligophagus,Oligophagous,NA,NA,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Noctuidae,Mythimna,separata,Mythimna separata,Mythimna separata,0,NA,Species,1917,Noctuoidea,Weraroa,Auckland,AK,"China, Japan, Korea, SE. Asia",Oriental,No,f-oligophagous,Oligophagous,herbivore,Herbivore,40,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzaphis,rosarum,Myzaphis rosarum,Myzaphis rosarum,0,NA,Species,1929,Aphidoidea,Palmerston North,Manawatu-Wanganui,WI,NA,NA,NA,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzocallis,boerneri,Myzocallis boerneri,Myzocallis boerneri,0,NA,Species,1983,Aphidoidea,Auckland,Auckland,AK,NA,NA,NA,g-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzocallis,carpini,Myzocallis carpini,Myzocallis carpini,0,NA,Species,1968,Aphidoidea,Christchurch,Canterbury,MC,NA,NA,NA,monophagous,Monophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzocallis,castanicola,Myzocallis castanicola,Myzocallis castanicola,0,NA,Species,1921,Aphidoidea,Christchurch,Canterbury,MC,NA,NA,NA,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzocallis,coryli,Myzocallis coryli,Myzocallis coryli,0,NA,Species,1931,Aphidoidea,Palmerston North,Manawatu-Wanganui,WI,NA,NA,NA,g-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzocallis,NA,Myzocallis punctata,NA,NA,NA,Species,2014,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,Incursion confirmed by MPI,NA,NA,"Surveillance Magazine, 2014",NA
Hemiptera,Aphididae,Myzus,ascalonicus,Myzus ascalonicus,Myzus ascalonicus,0,NA,Species,1956,Aphidoidea,Auckland,Auckland,AK,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzus,cerasi,Myzus cerasi,Myzus cerasi,0,NA,Species,1929,Aphidoidea,Auckland,Auckland,AK,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzus,cymbalariae,Myzus cymbalariae,Myzus cymbalariae,0,NA,Species,1956,Aphidoidea,Auckland,Auckland,AK,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzus,dycei,Myzus dycei,Myzus dycei,0,NA,Species,1966,Aphidoidea,MC?,NA,NA,NA,NA,NA,NA,NA,herbivore,Herbivore,NA,MPI Surveillance magazine 2014,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzus,hemerocallis,Myzus hemerocallis,Myzus hemerocallis,0,NA,Species,1986,Aphidoidea,Lincoln,Canterbury,MC,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzus,ornatus,Myzus ornatus,Myzus ornatus,0,200634,Species,1936,Aphidoidea,Palmerston North,Manawatu-Wanganui,WI,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Myzus,persicae,Myzus persicae,Myzus persicae,0,200635,Species,1921,Aphidoidea,Governers Bay,Canterbury,MC,NA,NA,NA,g-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Nabidae,Nabis,kinbergii,Nabis kinbergii,Nabis kinbergii,0,NA,Species,1921,Naboidea,Nelson/Blenheim,NA,NN/MB,"Australia, S. Pacific",Australasia,No,NA,NA,predator,Predator,5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Oedemeridae,Nacerdes,melanura,Nacerdes melanura,Nacerdes melanura,0,719463,Species,NA,Tenebrionoidea,Auckland,Auckland,AK,C,Cosmopolitan,Yes,NA,NA,herbivore,Herbivore,11,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Pteromalidae,Nambouria,xanthops,Nambouria xanthops,Nambouria xanthops,0,NA,Species,1999,NA,Auckland,Auckland,AK,Australia,Australasia,No,g-oligophagous,Oligophagous,phytophagus-gall former,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Nasonovia,ribisnigri,Nasonovia ribisnigri,Nasonovia ribisnigri,0,200637,Species,2002,Aphidoidea,Christchurch,Canterbury,MC,NA,NA,NA,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cerambycidae,Nathrius,brevipennis,Nathrius brevipennis,Nathrius brevipennis,0,702984,Species,1993,Chrysomeloidea,Lyttelton,Canterbury,MC,Europe,Palearctic,No,polyphagous,Polyphagous,herbivore,Herbivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Naupactus,leucoloma,Naupactus leucoloma,Naupactus leucoloma,0,NA,Species,1944,Curculionoidea,Auckland,Auckland,AK,S. America,Neotropic,No,polyphagous,Polyphagous,herbivore,Herbivore,10,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Silvanidae,Nausibius,clavicornis,Nausibius clavicornis,Nausibius clavicornis,0,186910,Species,1942,Cucujoidea,NA,NA,NA,NA,Neotropic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Trogossitidae,Neaspis,variegata,Neaspis variegata,Neaspis variegata,0,NA,Species,2003,Cleroidea,Auckland,Auckland,AK,Australia,Australasia,No,NA,NA,predator,Predator,3.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cleridae,Necrobia,ruficollis,Necrobia ruficollis,Necrobia ruficollis,0,113860,Species,1880,Cleroidea,Christchurch,Canterbury,MC,C,Cosmopolitan,Yes,polyphagous,Polyphagous,carrion,Carrion,5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cleridae,Necrobia,rufipes,Necrobia rufipes,Necrobia rufipes,0,113859,Species,1875,Cleroidea,Auckland,Auckland,AK,C,Cosmopolitan,Yes,polyphagous,Polyphagous,carrion,Carrion,6,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Nehemitropia,lividipennis,Nehemitropia lividipennis,Nehemitropia lividipennis,0,725213,Species,1976,Staphylinoidea,Redhill,Northland,ND,Europe,Palearctic,Yes,NA,NA,predator,Predator,3.7,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Tineidae,Nemapogon,granella,Nemapogon granella,Nemapogon granella,0,NA,Species,1952,NA,Christchurch,Canterbury,MC,Europe,Palearctic,No,Detritus/ polyphagous S,Polyphagous,detritivore,Other,14,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Eucnemidae,Nematodes,major,Nematodes major,Nematodes major,0,NA,Species,1983,Elateroidea,Auckland,Auckland,AK,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,7,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Tenthredinidae,Nematus,oligospilus,Nematus oligospilus,Nematus oligospilus,0,NA,Species,1997,NA,Auckland,Auckland,AK,?,Holarctic,No,g-oligophagous,Oligophagous,phytophagous-leaf feeder,Herbivore,6,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Eulophidae,Neochrysocharis,trifolii,Neochrysocharis trifolii,Neochrysocharis trifolii,0,NA,Species,1977,NA,Lincoln,Canterbury,MC,Europe,Palearctic,No,g-oligophagous,Oligophagous,parasitoid,Parasitoid,0.5,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Thripidae,Neohydatothrips,samayunkur,Neohydatothrips samayunkur,Neohydatothrips samayunkur,0,695876,Species,2009,NA,Auckland,Auckland,AK,C/Mexico?,Cosmopolitan,Yes,g-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Neohypnus,andinus,Neohypnus andinus,Neohypnus andinus,0,NA,Species,1973,Staphylinoidea,Kaitaia,Northland,ND,S. America,Neotropic,No,NA,NA,copraphagous,Copraphagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Neolaemosaccus,narinus,Neolaemosaccus narinus,Neolaemosaccus narinus,0,NA,Species,1939,Curculionoidea,Auckland,Auckland,AK,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,4.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Neomyzus,circumflexus,Neomyzus circumflexus,Neomyzus circumflexus,0,NA,Species,1924,Aphidoidea,Nelson,Nelson- Tasman,NN,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Diaspididae,Neopinnaspis,harperi,Neopinnaspis harperi,Neopinnaspis harperi,0,200806,Species,2012,NA,Auckland,Auckland,AK,Oriental,Palearctic/Oriental,No,polyphagous,Polyphagous,herbivore,Herbivore,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Pteromalidae,Neopolycystus,insectifurax,Neopolycystus insectifurax,Neopolycystus insectifurax,0,NA,Species,2002,NA,Taupo,Waikato,TO,Australia,Australasia,No,monophagous,Monophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
